,Data_Source,Airline_Name,Aircraft_Type,Cabin_Class,Type_Of_Lounge,Type_Of_Traveller,Date_Visit,Date_Flown,Airport,Route,Cabin_Staff_Service,Lounge_Staff_Service,Bar_And_Beverages,Food_And_Beverages,Ground_Service,Catering,Cleanliness,Comfort,Aisle_Space,Wifi_And_Connectivity,Inflight_Entertainment,Viewing_Tv_Screen,Power_Supply,Seat,Seat_Type,Seat_Comfort,Seat_Legroom,Seat_Storage,Seat_Width,Seat_Recline,Washrooms,Value_For_Money,Overall_Customer_Rating,Recommended,Date_Review,Review,Sentence,LABEL_SEAT,LABEL_BED,LABEL_IFE,LABEL_FOOD,LABEL_NOISE,LABEL_TEMPERATURE,LABEL_HUMIDITY,LABEL_CABIN CREW,LABEL_LAVATORY SPACE,LABEL_PRICE,LABEL_LOST BAGGAGE,LABEL_CHECK IN,LABEL_PUNCTUALITY,LABEL_ATTRACTIVE AIRCRAFT,LABEL_SAV,LABEL_BOARDING,LABEL_GENERAL,Unnamed: 54
2742,SeatGuru,american-airlines,Boeing 737-800 V2,,,,,,,,,,,,,,,,,,,,,Seat 8F,,,,,,,,,,,2019/05/10,Seat is comfortable  im 5'10 220+ lbs and fit nicely. Never used the power outlets since its such a short trip  the priority seating and deplaning and the free alcoholic drinks are worth the extra money.,never used the power outlets since its such a short trip  the priority seating and deplaning and the free alcoholic drinks are worth the extra money,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2743,SeatGuru,american-airlines,Boeing 737-800 V2,,,,,,,,,,,,,,,,,,,,,Seat 15C,,,,,,,,,,,2018/08/21,Tray tables in all the exit rows are in the arm reats making the seats more narrow and arm rests fixed.,tray tables in all the exit rows are in the arm reats making the seats more narrow and arm rests fixed,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2744,SeatGuru,american-airlines,Boeing 737-800 V2,,,,,,,,,,,,,,,,,,,,,Seat 6E,,,,,,,,,,,2018/06/01,Seat reclined just fine  was comfortable for 7 foot tall passenger,seat reclined just fine  was comfortable for 7 foot tall passenger,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2745,SeatGuru,american-airlines,Boeing 737-800 V2,,,,,,,,,,,,,,,,,,,,,Seat 7c,,,,,,,,,,,2017/08/24,Arm rests dont move and leg room is a little tight due to the bulkhead.,arm rests dont move and leg room is a little tight due to the bulkhead,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2746,SeatGuru,american-airlines,Boeing 737-800 V2,,,,,,,,,,,,,,,,,,,,,Seat 7f,,,,,,,,,,,2017/02/22,"Fusilage wall angle reduces shoulder room by 2"" making seat uncomfortable","fusilage wall angle reduces shoulder room by 2"" making seat uncomfortable",-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2747,SeatGuru,american-airlines,Boeing 737-800 V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016/07/02,Flew from Seattle to Boston via Chicago  and found the seats to be perfectly comfortable. The food was good  and there were lots of services from warm nuts to a meal. There was no entertainment  which was a bit disappointing  however I brought my own.,flew from seattle to boston via chicago  and found the seats to be perfectly comfortable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2748,SeatGuru,american-airlines,Boeing 737-800 V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016/07/02,Flew from Seattle to Boston via Chicago  and found the seats to be perfectly comfortable. The food was good  and there were lots of services from warm nuts to a meal. There was no entertainment  which was a bit disappointing  however I brought my own.,the food was good  and there were lots of services from warm nuts to a meal,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2749,SeatGuru,american-airlines,Boeing 737-800 V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016/07/02,Flew from Seattle to Boston via Chicago  and found the seats to be perfectly comfortable. The food was good  and there were lots of services from warm nuts to a meal. There was no entertainment  which was a bit disappointing  however I brought my own.,there was no entertainment  which was a bit disappointing  however i brought my own,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2750,SeatGuru,american-airlines,Boeing 737-800 V2,,,,,,,,,,,,,,,,,,,,,Seat 14A,,,,,,,,,,,2016/04/20,This was the most uncomfortable seat I have ever had.  Paid extra for the leg room of exit row but seat was so narrow and upright that I arrived in Phoenix with leg and back pain.,this was the most uncomfortable seat i have ever had,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2751,SeatGuru,american-airlines,Boeing 737-800 V2,,,,,,,,,,,,,,,,,,,,,Seat 14A,,,,,,,,,,,2016/04/20,This was the most uncomfortable seat I have ever had.  Paid extra for the leg room of exit row but seat was so narrow and upright that I arrived in Phoenix with leg and back pain.,paid extra for the leg room of exit row but seat was so narrow and upright that i arrived in phoenix with leg and back pain,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,
2752,SeatGuru,american-airlines,Boeing 737-800 V2,,,,,,,,,,,,,,,,,,,,,Seat 25E,,,,,,,,,,,2016/02/28,I have been flying for 40 years and this was one of the worst seats ever.,i have been flying for 40 years and this was one of the worst seats ever,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2753,SeatGuru,american-airlines,Boeing 737-800 V2,,,,,,,,,,,,,,,,,,,,,Seat 9d,,,,,,,,,,,2015/10/01,the  main cabin  extra   seat  was  very  good,the  main cabin  extra   seat  was  very  good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2754,SeatGuru,american-airlines,Boeing 737-800 V2,,,,,,,,,,,,,,,,,,,,,Seat 9A,,,,,,,,,,,2015/04/20,This was the worst seat I have flown in for 10 years.  Rib of plane hits you in the shoulder area  seat is really narrow and short and pitch seems off.  Just  very uncomfortable on a seat for which you pay extra.,this was the worst seat i have flown in for 10 years,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2755,SeatGuru,american-airlines,Boeing 737-800 V2,,,,,,,,,,,,,,,,,,,,,Seat 9A,,,,,,,,,,,2015/04/20,This was the worst seat I have flown in for 10 years.  Rib of plane hits you in the shoulder area  seat is really narrow and short and pitch seems off.  Just  very uncomfortable on a seat for which you pay extra.,rib of plane hits you in the shoulder area  seat is really narrow and short and pitch seems off,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2756,SeatGuru,american-airlines,Boeing 737-800 V2,,,,,,,,,,,,,,,,,,,,,Seat 9A,,,,,,,,,,,2015/04/20,This was the worst seat I have flown in for 10 years.  Rib of plane hits you in the shoulder area  seat is really narrow and short and pitch seems off.  Just  very uncomfortable on a seat for which you pay extra.,just  very uncomfortable on a seat for which you pay extra,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,
2757,SeatGuru,gol,Boeing 737-800 V2,,,,,,,,,,,,,,,,,,,,,Seat 2C,,,,,,,,,,,2016/12/08,2C is the best seat.,2c is the best seat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2758,SeatGuru,malaysia-airlines,Boeing 737-800-ML,,,,,,,,,,,,,,,,,,,,,Seat 17A,,,,,,,,,,,2017/07/29,So the aircraft  was horrible food was disgusting  no leg room and air hostesses were  least bothered  to  listen  . I am a 6 ft tall man and in a night  flight i couldnt sleep seats wouldn't  recline and had no leg room i was travelling  on MH 193 i am never gonna travel on this  airline,so the aircraft  was horrible food was disgusting  no leg room and air hostesses were  least bothered  to  listen,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2759,SeatGuru,malaysia-airlines,Boeing 737-800-ML,,,,,,,,,,,,,,,,,,,,,Seat 17A,,,,,,,,,,,2017/07/29,So the aircraft  was horrible food was disgusting  no leg room and air hostesses were  least bothered  to  listen  . I am a 6 ft tall man and in a night  flight i couldnt sleep seats wouldn't  recline and had no leg room i was travelling  on MH 193 i am never gonna travel on this  airline,i am a 6 ft tall man and in a night  flight i couldnt sleep seats wouldn't  recline and had no leg room i was travelling  on mh 193 i am never gonna travel on this  airline,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2760,SeatGuru,malaysia-airlines,Boeing 737-800-ML,,,,,,,,,,,,,,,,,,,,,Seat 7F,,,,,,,,,,,2015/07/02,For a 2 hour flight from KUL-SGN it was a decent seat  standard legroom only down side is that they collect your headphones at the start of descent and so you can't finish your program that you're watching,for a 2 hour flight from kul-sgn it was a decent seat  standard legroom only down side is that they collect your headphones at the start of descent and so you can't finish your program that you're watching,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2761,SeatGuru,malaysia-airlines,Boeing 737-800-MX,,,,,,,,,,,,,,,,,,,,,Seat 23f,,,,,,,,,,,2018/10/03,Travelled from Perth to Kuala Lumper and back on this aircraft very little legroom on any of the seats in fact my knees were up against the seat in front of me on both flights,travelled from perth to kuala lumper and back on this aircraft very little legroom on any of the seats in fact my knees were up against the seat in front of me on both flights,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2762,SeatGuru,malaysia-airlines,Boeing 737-800-MX,,,,,,,,,,,,,,,,,,,,,Seat 1C,,,,,,,,,,,2016/10/03,"Flying BKK-KUL seat ok plenty of legroom_x000D_
Big downside (which I didnt know when booking) is that they do not serve alchohol even in business class on flights less that 3 hours_x000D_
At least on a low cost carrier you can buy a drink_x000D_
Very disappointed wasnt advised when booking","flying bkk-kul seat ok plenty of legroom_x000D_
big downside (which i didnt know when booking) is that they do not serve alchohol even in business class on flights less that 3 hours_x000D_
at least on a low cost carrier you can buy a drink_x000D_
very disappointed wasnt advised when booking",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
2763,SeatGuru,garuda-indonesia,Boeing 737-800NG,,,,,,,,,,,,,,,,,,,,,Seat 43K,,,,,,,,,,,2019/02/17,very nice seat  it may be located at back but it will give you the best view because you can see the sky and the sea while still seing the winglet,very nice seat  it may be located at back but it will give you the best view because you can see the sky and the sea while still seing the winglet,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2764,SeatGuru,garuda-indonesia,Boeing 737-800NG,,,,,,,,,,,,,,,,,,,,,Seat 23A,,,,,,,,,,,2018/12/05,the seat was okay  the window is clear and the view was not interrupted by wings,the seat was okay  the window is clear and the view was not interrupted by wings,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2765,SeatGuru,garuda-indonesia,Boeing 737-800NG,,,,,,,,,,,,,,,,,,,,,Seat 45 A,,,,,,,,,,,2015/02/18,A good seat if you dislike people kicking you from behind  it still reclines like the others and close to the galley if you need further assistance from the crew.,a good seat if you dislike people kicking you from behind  it still reclines like the others and close to the galley if you need further assistance from the crew,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2766,SeatGuru,ethiopian-airlines,Boeing 737-800W,,,,,,,,,,,,,,,,,,,,,Seat A18,,,,,,,,,,,2019/02/10,The seat is comfortable,the seat is comfortable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2767,SeatGuru,alaska-airlines,Boeing 737-900 C new,,,,,,,,,,,,,,,,,,,,,Seat 10D,,,,,,,,,,,2018/11/12,Good seat.  I paid extra for the premium seat to get extra leg room on the long flight from SFO to KOA but really don' think it was necessary.  The standard economy seats seemed to have plenty of room themselves.,good seat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2768,SeatGuru,alaska-airlines,Boeing 737-900 C new,,,,,,,,,,,,,,,,,,,,,Seat 10D,,,,,,,,,,,2018/11/12,Good seat.  I paid extra for the premium seat to get extra leg room on the long flight from SFO to KOA but really don' think it was necessary.  The standard economy seats seemed to have plenty of room themselves.,i paid extra for the premium seat to get extra leg room on the long flight from sfo to koa but really don' think it was necessary,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
2769,SeatGuru,alaska-airlines,Boeing 737-900 C new,,,,,,,,,,,,,,,,,,,,,Seat 10D,,,,,,,,,,,2018/11/12,Good seat.  I paid extra for the premium seat to get extra leg room on the long flight from SFO to KOA but really don' think it was necessary.  The standard economy seats seemed to have plenty of room themselves.,the standard economy seats seemed to have plenty of room themselves,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2770,SeatGuru,alaska-airlines,Boeing 737-900 C new,,,,,,,,,,,,,,,,,,,,,Seat 12F,,,,,,,,,,,2018/07/18,Has power  decent leg room  misaligned window,has power  decent leg room  misaligned window,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2771,SeatGuru,alaska-airlines,Boeing 737-900 C new,,,,,,,,,,,,,,,,,,,,,Seat 4F,,,,,,,,,,,2016/11/27,The seat 4F has an obstruction in the place where you are supposed to put your bag behind 3F which reduces your leg space.,the seat 4f has an obstruction in the place where you are supposed to put your bag behind 3f which reduces your leg space,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2772,SeatGuru,alaska-airlines,Boeing 737-900 C new,,,,,,,,,,,,,,,,,,,,,Seat 7D,,,,,,,,,,,2016/06/01,Great space and free entertainment n my own devise.,great space and free entertainment n my own devise,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2773,SeatGuru,alaska-airlines,Boeing 737-900 C new,,,,,,,,,,,,,,,,,,,,,Seat 27A,,,,,,,,,,,2016/05/07,I find the Recaro seats particularly uncomfortable because the seat is too short (front to back) to properly support an average person's thighs. In the past I always found Alaska's seats to be comfortable  but these new seats are terrible.,i find the recaro seats particularly uncomfortable because the seat is too short (front to back) to properly support an average person's thighs,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2774,SeatGuru,alaska-airlines,Boeing 737-900 C new,,,,,,,,,,,,,,,,,,,,,Seat 27A,,,,,,,,,,,2016/05/07,I find the Recaro seats particularly uncomfortable because the seat is too short (front to back) to properly support an average person's thighs. In the past I always found Alaska's seats to be comfortable  but these new seats are terrible.,in the past i always found alaska's seats to be comfortable  but these new seats are terrible,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2775,SeatGuru,alaska-airlines,Boeing 737-900 C new,,,,,,,,,,,,,,,,,,,,,Seat 7F,,,,,,,,,,,2013/11/03,The new seats are narrow  very firm and have limited recline.  They are not as comfortable as older seats for longer flights.,the new seats are narrow  very firm and have limited recline,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2776,SeatGuru,alaska-airlines,Boeing 737-900 C new,,,,,,,,,,,,,,,,,,,,,Seat 7F,,,,,,,,,,,2013/11/03,The new seats are narrow  very firm and have limited recline.  They are not as comfortable as older seats for longer flights.,they are not as comfortable as older seats for longer flights,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2777,SeatGuru,alaska-airlines,Boeing 737-900 D,,,,,,,,,,,,,,,,,,,,,Seat 12F,,,,,,,,,,,2018/06/12,"If you're anything like me and love the engine buzz  but you also think its a bit loud  then this seat is perfect. Not too noisy  just the perfect ""hummm""AND  you have a seat near the front of the plane  so you're out first.",if you're anything like me and love the engine buzz  but you also think its a bit loud  then this seat is perfect,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2778,SeatGuru,alaska-airlines,Boeing 737-900 D,,,,,,,,,,,,,,,,,,,,,Seat 12F,,,,,,,,,,,2018/06/12,"If you're anything like me and love the engine buzz  but you also think its a bit loud  then this seat is perfect. Not too noisy  just the perfect ""hummm""AND  you have a seat near the front of the plane  so you're out first.","not too noisy  just the perfect ""hummm""and  you have a seat near the front of the plane  so you're out first",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,
2779,SeatGuru,lufthansa,Boeing 747 400 V3,,,,,,,,,,,,,,,,,,,,,Seat 1K,,,,,,,,,,,2016/08/11,Is considered as a preferred seat but is actually narrow as it is located at the extreme of the nose of the 747.,is considered as a preferred seat but is actually narrow as it is located at the extreme of the nose of the 747,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2780,SeatGuru,lufthansa,Boeing 747 400 V4,,,,,,,,,,,,,,,,,,,,,Seat 84A,,,,,,,,,,,2018/04/25,Absolutely the best seating arrangement.,absolutely the best seating arrangement,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2781,SeatGuru,lufthansa,Boeing 747 400 V4,,,,,,,,,,,,,,,,,,,,,Seat 29C,,,,,,,,,,,2017/06/18,Plenty of legroom here. The only disadvantage is that the seats are a little narrow as the tray table is in the armrest.,plenty of legroom here,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2782,SeatGuru,lufthansa,Boeing 747 400 V4,,,,,,,,,,,,,,,,,,,,,Seat 29C,,,,,,,,,,,2017/06/18,Plenty of legroom here. The only disadvantage is that the seats are a little narrow as the tray table is in the armrest.,the only disadvantage is that the seats are a little narrow as the tray table is in the armrest,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2783,SeatGuru,lufthansa,Boeing 747 400 V4,,,,,,,,,,,,,,,,,,,,,Seat 42H,,,,,,,,,,,2016/11/26,This is a bad seat for anyone who wants to rest during the trip because the hand luggage compartments at this location are for the exclusive use of the cabin crew who are constantly loading and removing luggage from there.,this is a bad seat for anyone who wants to rest during the trip because the hand luggage compartments at this location are for the exclusive use of the cabin crew who are constantly loading and removing luggage from there,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2784,SeatGuru,lufthansa,Boeing 747 400 V4,,,,,,,,,,,,,,,,,,,,,Seat Row 29,,,,,,,,,,,2016/07/03,Row 29 offers plenty of leg space and there is no bulkhead. Seats 29DEFG offers even more leg room.,row 29 offers plenty of leg space and there is no bulkhead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2785,SeatGuru,lufthansa,Boeing 747 400 V4,,,,,,,,,,,,,,,,,,,,,Seat Row 29,,,,,,,,,,,2016/07/03,Row 29 offers plenty of leg space and there is no bulkhead. Seats 29DEFG offers even more leg room.,seats 29defg offers even more leg room,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2786,SeatGuru,lufthansa,Boeing 747 400 V4,,,,,,,,,,,,,,,,,,,,,Seat 84 C,,,,,,,,,,,2016/06/14,Very good seat  with more legroom,very good seat  with more legroom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2787,SeatGuru,lufthansa,Boeing 747 8 V3,,,,,,,,,,,,,,,,,,,,,Seat 35,,,,,,,,,,,2019/02/15,Very good seat  has more space than others airlines,very good seat  has more space than others airlines,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2788,SeatGuru,lufthansa,Boeing 747 8 V3,,,,,,,,,,,,,,,,,,,,,Seat 8D,,,,,,,,,,,2018/08/31,A great business class seat.,a great business class seat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2789,SeatGuru,lufthansa,Boeing 747 8 V3,,,,,,,,,,,,,,,,,,,,,Seat 28H,,,,,,,,,,,2018/05/17,TV-BOX under the seat claims a lot of legroom,tv-box under the seat claims a lot of legroom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2790,SeatGuru,lufthansa,Boeing 747 8 V3,,,,,,,,,,,,,,,,,,,,,Seat 1k,,,,,,,,,,,2018/04/18,Fantastic first class experience,fantastic first class experience,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
2791,SeatGuru,lufthansa,Boeing 747 8 V3,,,,,,,,,,,,,,,,,,,,,Seat 16c,,,,,,,,,,,2018/04/08,Despite the legend   this seat has a lot of legroom,despite the legend   this seat has a lot of legroom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2792,SeatGuru,lufthansa,Boeing 747 8 V3,,,,,,,,,,,,,,,,,,,,,Seat 88c,,,,,,,,,,,2017/10/02,I have to say this was the worst experience flying business that l have had  it took a hour from leaving the lounge to boarding the plane  no bridge so we had to go by bus then wait forever to board  the seats are narrow and hard and something not much larger  than a shoe box to put your fleet when sleeping  my return is premier economy  so lets hope its better for the price.,i have to say this was the worst experience flying business that l have had  it took a hour from leaving the lounge to boarding the plane  no bridge so we had to go by bus then wait forever to board  the seats are narrow and hard and something not much larger  than a shoe box to put your fleet when sleeping  my return is premier economy  so lets hope its better for the price,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,
2793,SeatGuru,lufthansa,Boeing 747 8 V3,,,,,,,,,,,,,,,,,,,,,Seat 46J,,,,,,,,,,,2017/05/14,Very good place for your legs,very good place for your legs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2794,SeatGuru,lufthansa,Boeing 747 8 V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/03/10,This is a wonderful plane with amazing seats.,this is a wonderful plane with amazing seats,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2795,SeatGuru,lufthansa,Boeing 747 8 V3,,,,,,,,,,,,,,,,,,,,,Seat 9G,,,,,,,,,,,2016/12/19,The business class seat was very comfortable and the amenity kit was alright. As my seat was against the wall  I had a lot more storage than the other business class seats which was good as I don't like putting things in the over head compartment. The only bad thing about this seat was that to get the table out  you had to move all your little thing to the side in order to open the compartment to which were you can get the table out. The noise cancelling head phones were good quality  the food was very good  and the overall experience was quite good.,the business class seat was very comfortable and the amenity kit was alright,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2796,SeatGuru,lufthansa,Boeing 747 8 V3,,,,,,,,,,,,,,,,,,,,,Seat 9G,,,,,,,,,,,2016/12/19,The business class seat was very comfortable and the amenity kit was alright. As my seat was against the wall  I had a lot more storage than the other business class seats which was good as I don't like putting things in the over head compartment. The only bad thing about this seat was that to get the table out  you had to move all your little thing to the side in order to open the compartment to which were you can get the table out. The noise cancelling head phones were good quality  the food was very good  and the overall experience was quite good.,as my seat was against the wall  i had a lot more storage than the other business class seats which was good as i don't like putting things in the over head compartment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2797,SeatGuru,lufthansa,Boeing 747 8 V3,,,,,,,,,,,,,,,,,,,,,Seat 9G,,,,,,,,,,,2016/12/19,The business class seat was very comfortable and the amenity kit was alright. As my seat was against the wall  I had a lot more storage than the other business class seats which was good as I don't like putting things in the over head compartment. The only bad thing about this seat was that to get the table out  you had to move all your little thing to the side in order to open the compartment to which were you can get the table out. The noise cancelling head phones were good quality  the food was very good  and the overall experience was quite good.,the only bad thing about this seat was that to get the table out  you had to move all your little thing to the side in order to open the compartment to which were you can get the table out,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2798,SeatGuru,lufthansa,Boeing 747 8 V3,,,,,,,,,,,,,,,,,,,,,Seat 9G,,,,,,,,,,,2016/12/19,The business class seat was very comfortable and the amenity kit was alright. As my seat was against the wall  I had a lot more storage than the other business class seats which was good as I don't like putting things in the over head compartment. The only bad thing about this seat was that to get the table out  you had to move all your little thing to the side in order to open the compartment to which were you can get the table out. The noise cancelling head phones were good quality  the food was very good  and the overall experience was quite good.,the noise cancelling head phones were good quality  the food was very good  and the overall experience was quite good,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,
2799,SeatGuru,lufthansa,Boeing 747 8 V3,,,,,,,,,,,,,,,,,,,,,Seat 19G,,,,,,,,,,,2015/04/28,Flew to JFK on April 17 from FRA with party of three  service and food just average  excellent IFE  never got bored  we were seated in the little compartment just behind Business class  kind of cozy.,flew to jfk on april 17 from fra with party of three  service and food just average  excellent ife  never got bored  we were seated in the little compartment just behind business class  kind of cozy,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2800,SeatGuru,air-india,Boeing 747-400,,,,,,,,,,,,,,,,,,,,,Seat 15A,,,,,,,,,,,2014/10/26,Great seat  great legroom and low noise due to the distance from the engine.,great seat  great legroom and low noise due to the distance from the engine,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2801,SeatGuru,british-airways,Boeing 747-400 B,,,,,,,,,,,,,,,,,,,,,Seat Bad,,,,,,,,,,,2019/04/15,Seat 52C is very cramped. There is plenty leg room  but the arm rest next to the wall does not move making it an uncomfortable ride if you aren't a skinny person,seat 52c is very cramped,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2802,SeatGuru,british-airways,Boeing 747-400 B,,,,,,,,,,,,,,,,,,,,,Seat Bad,,,,,,,,,,,2019/04/15,Seat 52C is very cramped. There is plenty leg room  but the arm rest next to the wall does not move making it an uncomfortable ride if you aren't a skinny person,there is plenty leg room  but the arm rest next to the wall does not move making it an uncomfortable ride if you aren't a skinny person,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2803,SeatGuru,british-airways,Boeing 747-400 B,,,,,,,,,,,,,,,,,,,,,Seat 34A,,,,,,,,,,,2017/06/04,Very nice as it was in a small cabin for a flight from Seattle to London.,very nice as it was in a small cabin for a flight from seattle to london,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,
2804,SeatGuru,british-airways,Boeing 747-400 B,,,,,,,,,,,,,,,,,,,,,Seat 34A,,,,,,,,,,,2016/04/23,Free entertainment  massive window  great seat.,free entertainment  massive window  great seat,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2805,SeatGuru,british-airways,Boeing 747-400 B,,,,,,,,,,,,,,,,,,,,,Seat 64A,,,,,,,,,,,2016/01/07,Best seat in Club. Quiet upper deck and private as access to the aisle does not involve climbing over anyone.,best seat in club,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2806,SeatGuru,british-airways,Boeing 747-400 B,,,,,,,,,,,,,,,,,,,,,Seat 64A,,,,,,,,,,,2016/01/07,Best seat in Club. Quiet upper deck and private as access to the aisle does not involve climbing over anyone.,quiet upper deck and private as access to the aisle does not involve climbing over anyone,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2807,SeatGuru,british-airways,Boeing 747-400 B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015/12/24,Great business class i sat in it going to new York really good services and great airline,great business class i sat in it going to new york really good services and great airline,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
2808,SeatGuru,british-airways,Boeing 747-400 B,,,,,,,,,,,,,,,,,,,,,Seat 51E,,,,,,,,,,,2015/06/20,Seat was comfortable. The IFE had no games but great movies and I prefer the food on United,seat was comfortable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2809,SeatGuru,british-airways,Boeing 747-400 B,,,,,,,,,,,,,,,,,,,,,Seat 51E,,,,,,,,,,,2015/06/20,Seat was comfortable. The IFE had no games but great movies and I prefer the food on United,the ife had no games but great movies and i prefer the food on united,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2810,SeatGuru,british-airways,Boeing 747-400 B,,,,,,,,,,,,,,,,,,,,,Seat 17G,,,,,,,,,,,2014/12/27,Very noisy as it at the height of the turbines. Could not sleep and flight attendant mentioned that not uncommon for that area to be noisy,very noisy as it at the height of the turbines,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,
2811,SeatGuru,british-airways,Boeing 747-400 B,,,,,,,,,,,,,,,,,,,,,Seat 17G,,,,,,,,,,,2014/12/27,Very noisy as it at the height of the turbines. Could not sleep and flight attendant mentioned that not uncommon for that area to be noisy,could not sleep and flight attendant mentioned that not uncommon for that area to be noisy,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,
2812,SeatGuru,british-airways,Boeing 747-400 B,,,,,,,,,,,,,,,,,,,,,Seat 60A,,,,,,,,,,,2013/07/17,This seat has more privacy as opposed to the isle seat  however if you require to leave your seat you may approach difficulty as the person diagnol to you may be sleeping  therefore you would require to climb over them. Overall this seat is more for sleeping,this seat has more privacy as opposed to the isle seat  however if you require to leave your seat you may approach difficulty as the person diagnol to you may be sleeping  therefore you would require to climb over them,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
